country,continent,date,vacc,ttl_vacc,ppl_vacc,ppl_ful_vacc,dai_vacc_raw,dai_vacc,ttl_vacc_per_100,ppl_vacc_per_100,ppl_ful_vacc_per_100,dai_vacc_per_million,dvraw_1,csum,population,codes
Afghanistan,Asia,23/2/2021,Oxford/AstraZeneca,1367,NA,NA,1367,1367,0.003,NA,NA,35,NA,1367,39074280,AFG
Afghanistan,Asia,24/2/2021,Oxford/AstraZeneca,2734,NA,NA,1367,1367,0.007,NA,NA,35,NA,2734,39074280,AFG
Afghanistan,Asia,25/2/2021,Oxford/AstraZeneca,4101,NA,NA,1367,1367,0.01,NA,NA,35,NA,4101,39074280,AFG
Afghanistan,Asia,26/2/2021,Oxford/AstraZeneca,5468,NA,NA,1367,1367,0.014,NA,NA,35,NA,5468,39074280,AFG
Afghanistan,Asia,27/2/2021,Oxford/AstraZeneca,6835,NA,NA,1367,1367,0.017,NA,NA,35,NA,6835,39074280,AFG
Afghanistan,Asia,28/2/2021,Oxford/AstraZeneca,8200,8200,NA,1367,1367,0.021,0.021,NA,35,NA,8202,39074280,AFG
Afghanistan,Asia,1/3/2021,Oxford/AstraZeneca,9782,NA,NA,1580,1580,0.025,NA,NA,41,NA,9782,39074280,AFG
Afghanistan,Asia,2/3/2021,Oxford/AstraZeneca,11576,NA,NA,1794,1794,0.03,NA,NA,46,NA,11576,39074280,AFG
Afghanistan,Asia,3/3/2021,Oxford/AstraZeneca,13584,NA,NA,2008,2008,0.035,NA,NA,52,NA,13584,39074280,AFG
Afghanistan,Asia,4/3/2021,Oxford/AstraZeneca,15805,NA,NA,2221,2221,0.04,NA,NA,57,NA,15805,39074280,AFG
Afghanistan,Asia,5/3/2021,Oxford/AstraZeneca,18240,NA,NA,2435,2435,0.047,NA,NA,63,NA,18240,39074280,AFG
Afghanistan,Asia,6/3/2021,Oxford/AstraZeneca,20889,NA,NA,2649,2649,0.053,NA,NA,68,NA,20889,39074280,AFG
Afghanistan,Asia,7/3/2021,Oxford/AstraZeneca,23751,NA,NA,2862,2862,0.061,NA,NA,74,NA,23751,39074280,AFG
Afghanistan,Asia,8/3/2021,Oxford/AstraZeneca,26613,NA,NA,2862,2862,0.068,NA,NA,74,NA,26613,39074280,AFG
Afghanistan,Asia,9/3/2021,Oxford/AstraZeneca,29475,NA,NA,2862,2862,0.075,NA,NA,74,NA,29475,39074280,AFG
Afghanistan,Asia,10/3/2021,Oxford/AstraZeneca,32337,NA,NA,2862,2862,0.083,NA,NA,74,NA,32337,39074280,AFG
Afghanistan,Asia,11/3/2021,Oxford/AstraZeneca,35199,NA,NA,2862,2862,0.09,NA,NA,74,NA,35199,39074280,AFG
Afghanistan,Asia,12/3/2021,Oxford/AstraZeneca,38061,NA,NA,2862,2862,0.097,NA,NA,74,NA,38061,39074280,AFG
Afghanistan,Asia,13/3/2021,Oxford/AstraZeneca,40923,NA,NA,2862,2862,0.105,NA,NA,74,NA,40923,39074280,AFG
Afghanistan,Asia,14/3/2021,Oxford/AstraZeneca,43785,NA,NA,2862,2862,0.112,NA,NA,74,NA,43785,39074280,AFG
Afghanistan,Asia,15/3/2021,Oxford/AstraZeneca,46647,NA,NA,2862,2862,0.119,NA,NA,74,NA,46647,39074280,AFG
Afghanistan,Asia,16/3/2021,Oxford/AstraZeneca,54000,54000,NA,2862,2862,0.138,0.138,NA,74,NA,49509,39074280,AFG
Afghanistan,Asia,17/3/2021,Oxford/AstraZeneca,52391,NA,NA,2882,2882,0.134,NA,NA,74,NA,52391,39074280,AFG
Afghanistan,Asia,18/3/2021,Oxford/AstraZeneca,55293,NA,NA,2902,2902,0.142,NA,NA,75,NA,55293,39074280,AFG
Afghanistan,Asia,19/3/2021,Oxford/AstraZeneca,58214,NA,NA,2921,2921,0.149,NA,NA,75,NA,58214,39074280,AFG
Afghanistan,Asia,20/3/2021,Oxford/AstraZeneca,61155,NA,NA,2941,2941,0.157,NA,NA,76,NA,61155,39074280,AFG
Afghanistan,Asia,21/3/2021,Oxford/AstraZeneca,64116,NA,NA,2961,2961,0.164,NA,NA,76,NA,64116,39074280,AFG
Afghanistan,Asia,22/3/2021,Oxford/AstraZeneca,67096,NA,NA,2980,2980,0.172,NA,NA,77,NA,67096,39074280,AFG
Afghanistan,Asia,23/3/2021,Oxford/AstraZeneca,70096,NA,NA,3000,3000,0.179,NA,NA,77,NA,70096,39074280,AFG
Afghanistan,Asia,24/3/2021,Oxford/AstraZeneca,73096,NA,NA,3000,3000,0.187,NA,NA,77,NA,73096,39074280,AFG
Afghanistan,Asia,25/3/2021,Oxford/AstraZeneca,76096,NA,NA,3000,3000,0.195,NA,NA,77,NA,76096,39074280,AFG
Afghanistan,Asia,26/3/2021,Oxford/AstraZeneca,79096,NA,NA,3000,3000,0.202,NA,NA,77,NA,79096,39074280,AFG
Afghanistan,Asia,27/3/2021,Oxford/AstraZeneca,82096,NA,NA,3000,3000,0.21,NA,NA,77,NA,82096,39074280,AFG
Afghanistan,Asia,28/3/2021,Oxford/AstraZeneca,85096,NA,NA,3000,3000,0.218,NA,NA,77,NA,85096,39074280,AFG
Afghanistan,Asia,29/3/2021,Oxford/AstraZeneca,88096,NA,NA,3000,3000,0.225,NA,NA,77,NA,88096,39074280,AFG
Afghanistan,Asia,30/3/2021,Oxford/AstraZeneca,91096,NA,NA,3000,3000,0.233,NA,NA,77,NA,91096,39074280,AFG
Afghanistan,Asia,31/3/2021,Oxford/AstraZeneca,94096,NA,NA,3000,3000,0.241,NA,NA,77,NA,94096,39074280,AFG
Afghanistan,Asia,1/4/2021,Oxford/AstraZeneca,97096,NA,NA,3000,3000,0.248,NA,NA,77,NA,97096,39074280,AFG
Afghanistan,Asia,2/4/2021,Oxford/AstraZeneca,100096,NA,NA,3000,3000,0.256,NA,NA,77,NA,100096,39074280,AFG
Afghanistan,Asia,3/4/2021,Oxford/AstraZeneca,103096,NA,NA,3000,3000,0.264,NA,NA,77,NA,103096,39074280,AFG
Afghanistan,Asia,4/4/2021,Oxford/AstraZeneca,106096,NA,NA,3000,3000,0.272,NA,NA,77,NA,106096,39074280,AFG
Afghanistan,Asia,5/4/2021,Oxford/AstraZeneca,109096,NA,NA,3000,3000,0.279,NA,NA,77,NA,109096,39074280,AFG
Afghanistan,Asia,6/4/2021,Oxford/AstraZeneca,112096,NA,NA,3000,3000,0.287,NA,NA,77,NA,112096,39074280,AFG
Afghanistan,Asia,7/4/2021,Oxford/AstraZeneca,120000,120000,NA,3000,3000,0.307,0.307,NA,77,NA,115096,39074280,AFG
Afghanistan,Asia,8/4/2021,Oxford/AstraZeneca,118810,NA,NA,3714,3714,0.304,NA,NA,95,NA,118810,39074280,AFG
Afghanistan,Asia,9/4/2021,Oxford/AstraZeneca,123239,NA,NA,4429,4429,0.315,NA,NA,114,NA,123239,39074280,AFG
Afghanistan,Asia,10/4/2021,Oxford/AstraZeneca,128382,NA,NA,5143,5143,0.329,NA,NA,132,NA,128382,39074280,AFG
Afghanistan,Asia,11/4/2021,Oxford/AstraZeneca,134239,NA,NA,5857,5857,0.344,NA,NA,150,NA,134239,39074280,AFG
Afghanistan,Asia,12/4/2021,Oxford/AstraZeneca,140810,NA,NA,6571,6571,0.36,NA,NA,169,NA,140810,39074280,AFG
Afghanistan,Asia,13/4/2021,Oxford/AstraZeneca,148096,NA,NA,7286,7286,0.379,NA,NA,187,NA,148096,39074280,AFG
Afghanistan,Asia,14/4/2021,Oxford/AstraZeneca,156096,NA,NA,8000,8000,0.399,NA,NA,206,NA,156096,39074280,AFG
Afghanistan,Asia,15/4/2021,Oxford/AstraZeneca,164096,NA,NA,8000,8000,0.42,NA,NA,206,NA,164096,39074280,AFG
Afghanistan,Asia,16/4/2021,Oxford/AstraZeneca,172096,NA,NA,8000,8000,0.44,NA,NA,206,NA,172096,39074280,AFG
Afghanistan,Asia,17/4/2021,Oxford/AstraZeneca,180096,NA,NA,8000,8000,0.461,NA,NA,206,NA,180096,39074280,AFG
Afghanistan,Asia,18/4/2021,Oxford/AstraZeneca,188096,NA,NA,8000,8000,0.481,NA,NA,206,NA,188096,39074280,AFG
Afghanistan,Asia,19/4/2021,Oxford/AstraZeneca,196096,NA,NA,8000,8000,0.502,NA,NA,206,NA,196096,39074280,AFG
Afghanistan,Asia,20/4/2021,Oxford/AstraZeneca,204096,NA,NA,8000,8000,0.522,NA,NA,206,NA,204096,39074280,AFG
Afghanistan,Asia,21/4/2021,Oxford/AstraZeneca,212096,NA,NA,8000,8000,0.543,NA,NA,206,NA,212096,39074280,AFG
Afghanistan,Asia,22/4/2021,Oxford/AstraZeneca,240000,240000,NA,8000,8000,0.614,0.614,NA,206,NA,220096,39074280,AFG
Albania,Europe,11/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",64,NA,NA,64,64,0.002,NA,NA,22,NA,64,2877239,ALB
Albania,Europe,12/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",128,128,NA,64,64,0.004,0.004,NA,22,NA,128,2877239,ALB
Albania,Europe,13/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",188,188,NA,60,63,0.007,0.007,NA,22,NA,188,2877239,ALB
Albania,Europe,14/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",266,266,NA,78,66,0.009,0.009,NA,23,NA,266,2877239,ALB
Albania,Europe,15/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",308,308,NA,42,62,0.011,0.011,NA,22,NA,308,2877239,ALB
Albania,Europe,16/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",369,369,NA,61,62,0.013,0.013,NA,22,NA,369,2877239,ALB
Albania,Europe,17/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",405,405,NA,36,58,0.014,0.014,NA,20,NA,405,2877239,ALB
Albania,Europe,18/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",447,447,NA,42,55,0.016,0.016,NA,19,NA,447,2877239,ALB
Albania,Europe,19/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",483,483,NA,36,51,0.017,0.017,NA,18,NA,483,2877239,ALB
Albania,Europe,20/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",519,519,NA,36,47,0.018,0.018,NA,16,NA,519,2877239,ALB
Albania,Europe,21/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",549,549,NA,30,40,0.019,0.019,NA,14,NA,549,2877239,ALB
Albania,Europe,22/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",583,NA,NA,34,34,0.02,NA,NA,12,NA,583,2877239,ALB
Albania,Europe,23/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",609,NA,NA,26,26,0.021,NA,NA,9,NA,609,2877239,ALB
Albania,Europe,24/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",630,NA,NA,21,21,0.022,NA,NA,7,NA,630,2877239,ALB
Albania,Europe,25/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",645,NA,NA,15,15,0.022,NA,NA,5,NA,645,2877239,ALB
Albania,Europe,26/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",654,NA,NA,9,9,0.023,NA,NA,3,NA,654,2877239,ALB
Albania,Europe,27/1/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",658,NA,NA,4,4,0.023,NA,NA,1,NA,658,2877239,ALB
Albania,Europe,3/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",670,NA,NA,12,12,0.023,NA,NA,4,NA,670,2877239,ALB
Albania,Europe,4/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",694,NA,NA,24,24,0.024,NA,NA,8,NA,694,2877239,ALB
Albania,Europe,5/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",729,NA,NA,35,35,0.025,NA,NA,12,NA,729,2877239,ALB
Albania,Europe,6/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",776,NA,NA,47,47,0.027,NA,NA,16,NA,776,2877239,ALB
Albania,Europe,7/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",835,NA,NA,59,59,0.029,NA,NA,21,NA,835,2877239,ALB
Albania,Europe,8/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",906,NA,NA,71,71,0.031,NA,NA,25,NA,906,2877239,ALB
Albania,Europe,9/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1127,689,438,82,82,0.039,0.024,0.015,28,NA,988,2877239,ALB
Albania,Europe,10/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1069,NA,NA,81,81,0.037,NA,NA,28,NA,1069,2877239,ALB
Albania,Europe,11/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1148,NA,NA,79,79,0.04,NA,NA,27,NA,1148,2877239,ALB
Albania,Europe,12/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1226,NA,NA,78,78,0.043,NA,NA,27,NA,1226,2877239,ALB
Albania,Europe,13/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1302,NA,NA,76,76,0.045,NA,NA,26,NA,1302,2877239,ALB
Albania,Europe,14/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1377,NA,NA,75,75,0.048,NA,NA,26,NA,1377,2877239,ALB
Albania,Europe,15/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1450,NA,NA,73,73,0.05,NA,NA,25,NA,1450,2877239,ALB
Albania,Europe,16/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1522,NA,NA,72,72,0.053,NA,NA,25,NA,1522,2877239,ALB
Albania,Europe,17/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1701,1090,611,72,72,0.059,0.038,0.021,25,NA,1594,2877239,ALB
Albania,Europe,18/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",3049,2438,611,1348,254,0.106,0.085,0.021,88,NA,2942,2877239,ALB
Albania,Europe,19/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",4177,NA,NA,1128,405,0.145,NA,NA,141,NA,4070,2877239,ALB
Albania,Europe,20/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",4586,NA,NA,516,516,0.159,NA,NA,179,NA,4586,2877239,ALB
Albania,Europe,21/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",5213,NA,NA,627,627,0.181,NA,NA,218,NA,5213,2877239,ALB
Albania,Europe,22/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6728,6073,655,739,739,0.234,0.211,0.023,257,NA,5952,2877239,ALB
Albania,Europe,23/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6843,NA,NA,891,891,0.238,NA,NA,310,NA,6843,2877239,ALB
Albania,Europe,24/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",7886,NA,NA,1043,1043,0.274,NA,NA,362,NA,7886,2877239,ALB
Albania,Europe,25/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10135,NA,NA,1012,1012,0.352,NA,NA,352,NA,8898,2877239,ALB
Albania,Europe,26/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",9898,NA,NA,1000,1000,0.344,NA,NA,347,NA,9898,2877239,ALB
Albania,Europe,27/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10925,NA,NA,1027,1027,0.38,NA,NA,357,NA,10925,2877239,ALB
Albania,Europe,28/2/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",11979,NA,NA,1054,1054,0.416,NA,NA,366,NA,11979,2877239,ALB
Albania,Europe,1/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",14295,NA,NA,1081,1081,0.497,NA,NA,376,NA,13060,2877239,ALB
Albania,Europe,2/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",14086,NA,NA,1026,1026,0.49,NA,NA,357,NA,14086,2877239,ALB
Albania,Europe,3/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",15793,NA,NA,971,971,0.549,NA,NA,337,NA,15057,2877239,ALB
Albania,Europe,4/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",15984,NA,NA,927,927,0.556,NA,NA,322,NA,15984,2877239,ALB
Albania,Europe,5/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",16881,NA,NA,897,897,0.587,NA,NA,312,NA,16881,2877239,ALB
Albania,Europe,6/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",17748,NA,NA,867,867,0.617,NA,NA,301,NA,17748,2877239,ALB
Albania,Europe,7/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",18586,NA,NA,838,838,0.646,NA,NA,291,NA,18586,2877239,ALB
Albania,Europe,8/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",19394,NA,NA,808,808,0.674,NA,NA,281,NA,19394,2877239,ALB
Albania,Europe,9/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",20214,NA,NA,820,820,0.703,NA,NA,285,NA,20214,2877239,ALB
Albania,Europe,10/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",21613,NA,NA,831,831,0.751,NA,NA,289,NA,21045,2877239,ALB
Albania,Europe,11/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",21902,NA,NA,857,857,0.761,NA,NA,298,NA,21902,2877239,ALB
Albania,Europe,12/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",23635,NA,NA,883,883,0.821,NA,NA,307,NA,22785,2877239,ALB
Albania,Europe,13/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",23827,NA,NA,1042,1042,0.828,NA,NA,362,NA,23827,2877239,ALB
Albania,Europe,14/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",25028,NA,NA,1201,1201,0.87,NA,NA,417,NA,25028,2877239,ALB
Albania,Europe,15/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",26389,NA,NA,1361,1361,0.917,NA,NA,473,NA,26389,2877239,ALB
Albania,Europe,16/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",27909,NA,NA,1520,1520,0.97,NA,NA,528,NA,27909,2877239,ALB
Albania,Europe,17/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",33369,NA,NA,1679,1679,1.16,NA,NA,583,NA,29588,2877239,ALB
Albania,Europe,18/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",31548,NA,NA,1960,1960,1.096,NA,NA,681,NA,31548,2877239,ALB
Albania,Europe,19/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",33788,NA,NA,2240,2240,1.174,NA,NA,778,NA,33788,2877239,ALB
Albania,Europe,20/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",36174,NA,NA,2386,2386,1.257,NA,NA,829,NA,36174,2877239,ALB
Albania,Europe,21/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",38707,NA,NA,2533,2533,1.345,NA,NA,880,NA,38707,2877239,ALB
Albania,Europe,22/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",48229,NA,NA,2679,2679,1.676,NA,NA,931,NA,41386,2877239,ALB
Albania,Europe,23/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",51690,NA,NA,3461,2895,1.797,NA,NA,1006,NA,44847,2877239,ALB
Albania,Europe,24/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",53992,NA,NA,2302,2946,1.877,NA,NA,1024,NA,47149,2877239,ALB
Albania,Europe,25/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",59348,NA,NA,5356,3287,2.063,NA,NA,1142,NA,52505,2877239,ALB
Albania,Europe,26/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",62248,NA,NA,2900,3276,2.163,NA,NA,1138,NA,55405,2877239,ALB
Albania,Europe,27/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",64075,NA,NA,1827,3113,2.227,NA,NA,1082,NA,57232,2877239,ALB
Albania,Europe,28/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",78000,NA,NA,13925,4678,2.711,NA,NA,1626,NA,71157,2877239,ALB
Albania,Europe,29/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",78361,NA,NA,7204,7204,2.723,NA,NA,2503,NA,78361,2877239,ALB
Albania,Europe,30/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",119321,NA,NA,9662,9662,4.147,NA,NA,3357,NA,88023,2877239,ALB
Albania,Europe,31/3/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",138846,NA,NA,19525,12122,4.826,NA,NA,4212,NA,107548,2877239,ALB
Albania,Europe,1/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",155463,NA,NA,16617,13731,5.403,NA,NA,4771,NA,124165,2877239,ALB
Albania,Europe,2/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",172486,NA,NA,17023,15748,5.995,NA,NA,5472,NA,141188,2877239,ALB
Albania,Europe,3/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",185496,NA,NA,13010,17346,6.447,NA,NA,6028,NA,154198,2877239,ALB
Albania,Europe,4/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",192882,NA,NA,7386,16412,6.704,NA,NA,5703,NA,161584,2877239,ALB
Albania,Europe,5/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",206708,NA,NA,13826,15435,7.184,NA,NA,5363,NA,175410,2877239,ALB
Albania,Europe,6/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",221588,NA,NA,14880,14610,7.701,NA,NA,5077,NA,190290,2877239,ALB
Albania,Europe,7/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",232379,NA,NA,10791,13362,8.076,NA,NA,4643,NA,201081,2877239,ALB
Albania,Europe,8/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",242542,NA,NA,10163,12440,8.43,NA,NA,4323,NA,211244,2877239,ALB
Albania,Europe,9/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",250676,NA,NA,8134,11170,8.712,NA,NA,3881,NA,219378,2877239,ALB
Albania,Europe,10/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",256810,NA,NA,6134,10188,8.926,NA,NA,3540,NA,225512,2877239,ALB
Albania,Europe,11/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",235410,NA,NA,9898,9898,8.182,NA,NA,3439,NA,235410,2877239,ALB
Albania,Europe,12/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",267531,NA,NA,8689,8689,9.298,NA,NA,3019,NA,244099,2877239,ALB
Albania,Europe,13/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",281216,NA,NA,13685,8518,9.774,NA,NA,2960,NA,257784,2877239,ALB
Albania,Europe,14/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",266423,NA,NA,8639,8639,9.26,NA,NA,3002,NA,266423,2877239,ALB
Albania,Europe,15/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",304488,NA,NA,8849,8849,10.583,NA,NA,3075,NA,275272,2877239,ALB
Albania,Europe,16/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",314622,NA,NA,10134,9135,10.935,NA,NA,3174,NA,285406,2877239,ALB
Albania,Europe,17/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",324840,NA,NA,10218,9719,11.29,NA,NA,3377,NA,295624,2877239,ALB
Albania,Europe,18/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",332905,NA,NA,8065,10105,11.57,NA,NA,3511,NA,303689,2877239,ALB
Albania,Europe,19/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",345934,NA,NA,13029,11200,12.023,NA,NA,3892,NA,316718,2877239,ALB
Albania,Europe,20/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",350000,NA,NA,4066,9826,12.164,NA,NA,3414,NA,320784,2877239,ALB
Albania,Europe,21/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",372075,NA,NA,22075,11318,12.932,NA,NA,3933,NA,342859,2877239,ALB
Albania,Europe,22/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",382998,NA,NA,10923,11216,13.311,NA,NA,3897,NA,353782,2877239,ALB
Albania,Europe,23/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",391351,NA,NA,8353,10961,13.602,NA,NA,3809,NA,362135,2877239,ALB
Albania,Europe,24/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",400064,NA,NA,8713,10746,13.904,NA,NA,3734,NA,370848,2877239,ALB
Albania,Europe,25/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",381053,NA,NA,10205,10205,13.244,NA,NA,3546,NA,381053,2877239,ALB
Albania,Europe,26/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",408619,NA,NA,8955,8955,14.202,NA,NA,3112,NA,390008,2877239,ALB
Albania,Europe,27/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",416855,NA,NA,8236,9551,14.488,NA,NA,3319,NA,398244,2877239,ALB
Albania,Europe,28/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",433628,NA,NA,16773,8793,15.071,NA,NA,3055,NA,415017,2877239,ALB
