country,continent,date,vacc,ttl_vacc,ppl_vacc,ppl_ful_vacc,dai_vacc_raw,dai_vacc,ttl_vacc_per_100,ppl_vacc_per_100,ppl_ful_vacc_per_100,dai_vacc_per_million,dvraw_1,csum,population,codes
Australia,Oceania,29/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2112285,NA,NA,82741,46707,8.267,NA,NA,1832,NA,2112285,25550683,AUS
Australia,Oceania,30/4/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2179544,NA,NA,67259,46278,8.53,NA,NA,1815,NA,2179544,25550683,AUS
Australia,Oceania,1/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2234844,NA,NA,55300,45828,8.747,NA,NA,1797,NA,2234844,25550683,AUS
Australia,Oceania,2/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2254074,NA,NA,19230,45714,8.822,NA,NA,1793,NA,2254074,25550683,AUS
Australia,Oceania,3/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2260615,NA,NA,6541,46161,8.848,NA,NA,1810,NA,2260615,25550683,AUS
Australia,Oceania,4/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2316969,NA,NA,56354,49662,9.068,NA,NA,1948,NA,2316969,25550683,AUS
Australia,Oceania,5/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2396314,NA,NA,79345,52396,9.379,NA,NA,2055,NA,2396314,25550683,AUS
Australia,Oceania,6/5/2021,"Oxford/AstraZeneca, Pfizer/BioNTech",2473529,NA,NA,77215,51606,9.681,NA,NA,2024,NA,2473529,25550683,AUS
Austria,Europe,27/12/2020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",732,732,NA,732,NA,0.008,0.008,NA,NA,732,732,9015361,AUT
Austria,Europe,28/12/2020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2033,2033,NA,1301,1301,0.023,0.023,NA,144,NA,2033,9015361,AUT
Austria,Europe,29/12/2020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3652,3652,NA,1619,1460,0.041,0.041,NA,162,NA,3652,9015361,AUT
Austria,Europe,30/12/2020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5004,5004,NA,1352,1424,0.056,0.056,NA,158,NA,5004,9015361,AUT
Austria,Europe,31/12/2020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5012,5012,NA,8,1070,0.056,0.056,NA,119,NA,5012,9015361,AUT
Austria,Europe,1/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5016,5016,NA,4,857,0.056,0.056,NA,95,NA,5016,9015361,AUT
Austria,Europe,2/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5024,5024,NA,8,715,0.056,0.056,NA,79,NA,5024,9015361,AUT
Austria,Europe,3/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5026,5026,NA,2,613,0.056,0.056,NA,68,NA,5026,9015361,AUT
Austria,Europe,4/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5145,5145,NA,119,445,0.057,0.057,NA,49,NA,5145,9015361,AUT
Austria,Europe,5/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6937,6937,NA,1792,469,0.077,0.077,NA,52,NA,6937,9015361,AUT
Austria,Europe,6/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7774,7774,NA,837,396,0.086,0.086,NA,44,NA,7774,9015361,AUT
Austria,Europe,7/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10962,10962,NA,3188,850,0.122,0.122,NA,94,NA,10962,9015361,AUT
Austria,Europe,8/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23947,23947,NA,12985,2704,0.266,0.266,NA,300,NA,23947,9015361,AUT
Austria,Europe,9/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28355,28355,NA,4408,3333,0.315,0.315,NA,370,NA,28355,9015361,AUT
Austria,Europe,10/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",30579,30579,NA,2224,3650,0.339,0.339,NA,405,NA,30579,9015361,AUT
Austria,Europe,11/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36241,36241,NA,5662,4442,0.402,0.402,NA,493,NA,36241,9015361,AUT
Austria,Europe,12/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50946,50946,NA,14705,6287,0.565,0.565,NA,698,NA,50946,9015361,AUT
Austria,Europe,13/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66284,66284,NA,15338,8359,0.735,0.735,NA,928,NA,66284,9015361,AUT
Austria,Europe,14/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82987,82987,NA,16703,10289,0.921,0.921,NA,1142,NA,82987,9015361,AUT
Austria,Europe,15/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",101320,101319,1,18333,11053,1.124,1.124,0,1227,NA,101320,9015361,AUT
Austria,Europe,16/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",108095,108085,10,6775,11391,1.199,1.199,0,1265,NA,108095,9015361,AUT
Austria,Europe,17/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113784,113414,370,5689,11886,1.262,1.258,0.004,1320,NA,113784,9015361,AUT
Austria,Europe,18/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125197,123939,1258,11413,12708,1.389,1.375,0.014,1411,NA,125197,9015361,AUT
Austria,Europe,19/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",151065,148351,2714,25868,14303,1.676,1.646,0.03,1588,NA,151065,9015361,AUT
Austria,Europe,20/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",174565,170555,4010,23500,15469,1.936,1.892,0.044,1718,NA,174565,9015361,AUT
Austria,Europe,21/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",194236,190061,4175,19671,15893,2.155,2.108,0.046,1765,NA,194236,9015361,AUT
Austria,Europe,22/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",205929,201171,4758,11693,14944,2.284,2.231,0.053,1659,NA,205929,9015361,AUT
Austria,Europe,23/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",209062,204302,4760,3133,14424,2.319,2.266,0.053,1602,NA,209062,9015361,AUT
Austria,Europe,24/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",210306,205543,4763,1244,13789,2.333,2.28,0.053,1531,NA,210306,9015361,AUT
Austria,Europe,25/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",211800,206927,4873,1494,12372,2.349,2.295,0.054,1374,NA,211800,9015361,AUT
Austria,Europe,26/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",220380,214605,5775,8580,9902,2.444,2.38,0.064,1099,NA,220380,9015361,AUT
Austria,Europe,27/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",228401,222103,6298,8021,7691,2.533,2.464,0.07,854,NA,228401,9015361,AUT
Austria,Europe,28/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",238240,229305,8935,9839,6286,2.643,2.543,0.099,698,NA,238240,9015361,AUT
Austria,Europe,29/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",253269,234672,18597,15029,6763,2.809,2.603,0.206,751,NA,253269,9015361,AUT
Austria,Europe,30/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",256968,236009,20959,3699,6844,2.85,2.618,0.232,760,NA,256968,9015361,AUT
Austria,Europe,31/1/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",258329,236368,21961,1361,6860,2.865,2.622,0.244,762,NA,258329,9015361,AUT
Austria,Europe,1/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",263028,237953,25075,4699,7318,2.918,2.639,0.278,813,NA,263028,9015361,AUT
Austria,Europe,2/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",280331,241082,39249,17303,8564,3.109,2.674,0.435,951,NA,280331,9015361,AUT
Austria,Europe,3/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",298232,244303,53929,17901,9976,3.308,2.71,0.598,1108,NA,298232,9015361,AUT
Austria,Europe,4/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",318560,247359,71201,20328,11474,3.534,2.744,0.79,1274,NA,318560,9015361,AUT
Austria,Europe,5/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",339699,251483,88216,21139,12347,3.768,2.789,0.979,1371,NA,339699,9015361,AUT
Austria,Europe,6/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",348750,254249,94501,9051,13112,3.868,2.82,1.048,1456,NA,348750,9015361,AUT
Austria,Europe,7/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",353781,254876,98905,5031,13636,3.924,2.827,1.097,1514,NA,353781,9015361,AUT
Austria,Europe,8/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",363504,256935,106569,9723,14354,4.032,2.85,1.182,1594,NA,363504,9015361,AUT
Austria,Europe,9/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",382694,259775,122919,19190,14623,4.245,2.881,1.363,1624,NA,382694,9015361,AUT
Austria,Europe,10/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",404420,263366,141054,21726,15170,4.486,2.921,1.565,1684,NA,404420,9015361,AUT
Austria,Europe,11/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",428731,268652,160079,24311,15739,4.756,2.98,1.776,1748,NA,428731,9015361,AUT
Austria,Europe,12/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",455394,277123,178271,26663,16528,5.051,3.074,1.977,1835,NA,455394,9015361,AUT
Austria,Europe,13/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",465834,282465,183369,10440,16726,5.167,3.133,2.034,1857,NA,465834,9015361,AUT
Austria,Europe,14/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",467853,282925,184928,2019,16296,5.19,3.138,2.051,1809,NA,467853,9015361,AUT
Austria,Europe,15/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",474976,286850,188126,7123,15925,5.269,3.182,2.087,1768,NA,474976,9015361,AUT
Austria,Europe,16/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",489532,293834,195698,14556,15263,5.43,3.259,2.171,1695,NA,489532,9015361,AUT
Austria,Europe,17/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",509030,303761,205269,19498,14944,5.646,3.369,2.277,1659,NA,509030,9015361,AUT
Austria,Europe,18/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",528761,315456,213305,19731,14290,5.865,3.499,2.366,1587,NA,528761,9015361,AUT
Austria,Europe,19/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",550122,328405,221717,21361,13533,6.102,3.643,2.459,1503,NA,550122,9015361,AUT
Austria,Europe,20/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",563061,339643,223418,12939,13890,6.246,3.767,2.478,1542,NA,563061,9015361,AUT
Austria,Europe,21/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",569034,345246,223788,5973,14454,6.312,3.83,2.482,1605,NA,569034,9015361,AUT
Austria,Europe,22/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",575953,350333,225620,6919,14425,6.389,3.886,2.503,1602,NA,575953,9015361,AUT
Austria,Europe,23/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",590740,360674,230066,14787,14458,6.553,4.001,2.552,1605,NA,590740,9015361,AUT
Austria,Europe,24/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",610537,377029,233508,19797,14501,6.772,4.182,2.59,1610,NA,610537,9015361,AUT
Austria,Europe,25/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",630337,393274,237063,19800,14511,6.992,4.362,2.63,1611,NA,630337,9015361,AUT
Austria,Europe,26/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",658974,417189,241785,28637,15550,7.309,4.628,2.682,1727,NA,658974,9015361,AUT
Austria,Europe,27/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",683686,439947,243739,24712,17232,7.584,4.88,2.704,1913,NA,683686,9015361,AUT
Austria,Europe,28/2/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",693943,449758,244185,10257,17844,7.697,4.989,2.709,1981,NA,693943,9015361,AUT
Austria,Europe,1/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",702585,457550,245035,8642,18090,7.793,5.075,2.718,2009,NA,702585,9015361,AUT
Austria,Europe,2/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",727865,480506,247359,25280,19589,8.074,5.33,2.744,2175,NA,727865,9015361,AUT
Austria,Europe,3/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",755695,505993,249702,27830,20737,8.382,5.613,2.77,2302,NA,755695,9015361,AUT
Austria,Europe,4/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",782870,530408,252462,27175,21790,8.684,5.883,2.8,2419,NA,782870,9015361,AUT
Austria,Europe,5/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",819571,564148,255423,36701,22942,9.091,6.258,2.833,2547,NA,819571,9015361,AUT
Austria,Europe,6/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",847586,589641,257945,28015,23414,9.402,6.54,2.861,2600,NA,847586,9015361,AUT
Austria,Europe,7/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",859453,600855,258598,11867,23644,9.533,6.665,2.868,2625,NA,859453,9015361,AUT
Austria,Europe,8/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",870969,610984,259985,11516,24055,9.661,6.777,2.884,2671,NA,870969,9015361,AUT
Austria,Europe,9/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",899223,635722,263501,28254,24480,9.974,7.052,2.923,2718,NA,899223,9015361,AUT
Austria,Europe,10/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",928024,660032,267992,28801,24618,10.294,7.321,2.973,2733,NA,928024,9015361,AUT
Austria,Europe,11/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",972579,699198,273381,44555,27101,10.788,7.756,3.032,3009,NA,972579,9015361,AUT
Austria,Europe,12/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1030655,751876,278779,58076,30155,11.432,8.34,3.092,3348,NA,1030655,9015361,AUT
Austria,Europe,13/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1082773,798249,284524,52118,33598,12.01,8.854,3.156,3730,NA,1082773,9015361,AUT
Austria,Europe,14/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1112467,823703,288764,29694,36145,12.34,9.137,3.203,4013,NA,1112467,9015361,AUT
Austria,Europe,15/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1133225,842196,291029,20758,37465,12.57,9.342,3.228,4160,NA,1133225,9015361,AUT
Austria,Europe,16/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1161501,864142,297359,28276,37468,12.884,9.585,3.298,4160,NA,1161501,9015361,AUT
Austria,Europe,17/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1195695,890243,305452,34194,38239,13.263,9.875,3.388,4246,NA,1195695,9015361,AUT
Austria,Europe,18/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1230338,916838,313500,34643,36823,13.647,10.17,3.477,4089,NA,1230338,9015361,AUT
Austria,Europe,19/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1284048,961944,322104,53710,36199,14.243,10.67,3.573,4019,NA,1284048,9015361,AUT
Austria,Europe,20/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1331163,999474,331689,47115,35484,14.765,11.086,3.679,3940,NA,1331163,9015361,AUT
Austria,Europe,21/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1346658,1011094,335564,15495,33456,14.937,11.215,3.722,3715,NA,1346658,9015361,AUT
Austria,Europe,22/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1362432,1024370,338062,15774,32744,15.112,11.362,3.75,3636,NA,1362432,9015361,AUT
Austria,Europe,23/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1397779,1043298,354482,35347,33754,15.504,11.572,3.932,3748,NA,1397779,9015361,AUT
Austria,Europe,24/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1437072,1064766,372308,39293,34482,15.94,11.811,4.13,3829,NA,1437072,9015361,AUT
Austria,Europe,25/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1482716,1094047,388676,45644,36054,16.447,12.135,4.311,4003,NA,1482716,9015361,AUT
Austria,Europe,26/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1533213,1126045,407176,50497,35595,17.007,12.49,4.516,3952,NA,1533213,9015361,AUT
Austria,Europe,27/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1574459,1152681,421786,41246,34757,17.464,12.786,4.679,3859,NA,1574459,9015361,AUT
Austria,Europe,28/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1588973,1162519,426462,14514,34616,17.625,12.895,4.73,3843,NA,1588973,9015361,AUT
Austria,Europe,29/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1615429,1183463,431974,26456,36142,17.919,13.127,4.792,4013,NA,1615429,9015361,AUT
Austria,Europe,30/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1656440,1212811,443637,41011,36952,18.374,13.453,4.921,4103,NA,1656440,9015361,AUT
Austria,Europe,31/3/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1691488,1234864,456633,35048,36345,18.762,13.697,5.065,4035,NA,1691488,9015361,AUT
Austria,Europe,1/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1733166,1257536,475639,41678,35779,19.225,13.949,5.276,3973,NA,1733166,9015361,AUT
Austria,Europe,2/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1776794,1282146,494657,43628,34797,19.709,14.222,5.487,3864,NA,1776794,9015361,AUT
Austria,Europe,3/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1798463,1294847,503626,21669,32001,19.949,14.363,5.586,3553,NA,1798463,9015361,AUT
Austria,Europe,4/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1808443,1303076,505377,9980,31353,20.06,14.454,5.606,3481,NA,1808443,9015361,AUT
Austria,Europe,5/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1820951,1310820,510141,12508,29360,20.198,14.54,5.659,3260,NA,1820951,9015361,AUT
Austria,Europe,6/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1858970,1336936,522044,38019,28933,20.62,14.83,5.791,3212,NA,1858970,9015361,AUT
Austria,Europe,7/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1914260,1376197,538074,55290,31825,21.233,15.265,5.968,3534,NA,1914260,9015361,AUT
Austria,Europe,8/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1986177,1422653,563535,71917,36144,22.031,15.78,6.251,4013,NA,1986177,9015361,AUT
Austria,Europe,9/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2063844,1467564,596294,77667,41007,22.893,16.278,6.614,4553,NA,2063844,9015361,AUT
Austria,Europe,10/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2128831,1503878,624967,64987,47195,23.613,16.681,6.932,5240,NA,2128831,9015361,AUT
Austria,Europe,11/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2154655,1514136,640533,25824,49459,23.9,16.795,7.105,5492,NA,2154655,9015361,AUT
Austria,Europe,12/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2188994,1541738,647271,34339,52578,24.281,17.101,7.18,5838,NA,2188994,9015361,AUT
Austria,Europe,13/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2233478,1574803,658690,44484,53501,24.774,17.468,7.306,5940,NA,2233478,9015361,AUT
Austria,Europe,14/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2299979,1627975,672019,66501,55103,25.512,18.058,7.454,6118,NA,2299979,9015361,AUT
Austria,Europe,15/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2373080,1682366,690730,73101,55272,26.323,18.661,7.662,6137,NA,2373080,9015361,AUT
Austria,Europe,16/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2442588,1733604,709000,69508,54106,27.094,19.229,7.864,6008,NA,2442588,9015361,AUT
Austria,Europe,17/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2499237,1769042,730211,56649,52915,27.722,19.623,8.1,5875,NA,2499237,9015361,AUT
Austria,Europe,18/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2518230,1783755,734491,18993,51939,27.933,19.786,8.147,5767,NA,2518230,9015361,AUT
Austria,Europe,19/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2549222,1809136,740102,30992,51461,28.276,20.067,8.209,5714,NA,2549222,9015361,AUT
Austria,Europe,20/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2593797,1841361,752452,44575,51474,28.771,20.425,8.346,5715,NA,2593797,9015361,AUT
Austria,Europe,21/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2655828,1892853,762992,62031,50836,29.459,20.996,8.463,5644,NA,2655828,9015361,AUT
Austria,Europe,22/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2725605,1952335,773287,69777,50361,30.233,21.656,8.577,5592,NA,2725605,9015361,AUT
Austria,Europe,23/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2792837,2008444,784410,67232,50036,30.979,22.278,8.701,5556,NA,2792837,9015361,AUT
Austria,Europe,24/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2832664,2042493,790189,39827,47632,31.42,22.656,8.765,5289,NA,2832664,9015361,AUT
Austria,Europe,25/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2860240,2068281,791978,27576,48859,31.726,22.942,8.785,5425,NA,2860240,9015361,AUT
Austria,Europe,26/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2890641,2095252,795408,30401,48774,32.064,23.241,8.823,5415,NA,2890641,9015361,AUT
Austria,Europe,27/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2938036,2131599,806458,47395,49177,32.589,23.644,8.945,5460,NA,2938036,9015361,AUT
Austria,Europe,28/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2994898,2174467,820453,56862,48439,33.22,24.12,9.101,5378,NA,2994898,9015361,AUT
Austria,Europe,29/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3069309,2234542,834804,74411,49101,34.045,24.786,9.26,5452,NA,3069309,9015361,AUT
Austria,Europe,30/4/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3148249,2300120,848183,78940,50773,34.921,25.513,9.408,5637,NA,3148249,9015361,AUT
Austria,Europe,1/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3189807,2333836,856180,41558,51020,35.382,25.887,9.497,5665,NA,3189807,9015361,AUT
Austria,Europe,2/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3206377,2349044,857546,16570,49448,35.566,26.056,9.512,5490,NA,3206377,9015361,AUT
Austria,Europe,3/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3234187,2365769,868938,27810,49078,35.874,26.242,9.638,5449,NA,3234187,9015361,AUT
Austria,Europe,4/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3293256,2405224,889471,59069,50746,36.529,26.679,9.866,5634,NA,3293256,9015361,AUT
Austria,Europe,5/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3367442,2462643,906848,74186,53221,37.352,27.316,10.059,5909,NA,3367442,9015361,AUT
Austria,Europe,6/5/2021,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3458063,2536045,925062,90621,55536,38.357,28.13,10.261,6166,NA,3458063,9015361,AUT
